" Beyond Bosses cannot spawn","이계 보스가 생성되지 않음"
"Shock Nova Ring has {0}% chance to Shock","충격 폭발 고리가 {0}%의 확률로 감전 유발"
"Shock Nova ring deals {0}% increased Damage","충격 폭발 고리가 주는 피해 {0}% 증가"
"Shock Nova ring deals {0}% reduced Damage","충격 폭발 고리가 주는 피해 {0}% 감소"
"Shock Reflection","감전 반사"
"Shock nearby Enemies for {0} Seconds when you Focus","집중 시 {0}초 동안 주변의 적 감전"
"Shock yourself for {0} Seconds when you Focus","집중 시 {0}초 동안 자신 감전"
"Shocked Enemies you Kill Explode, dealing {0}% of","자신이 처치한 감전 상태의 적이 폭발하여"
"Shocked Ground causes {0}% increased Damage taken","감전 지대로 받는 피해 {0}% 증가"
"Shocked Ground causes {0}% reduced Damage taken","감전 지대로 받는 피해 {0}% 감소"
"Shocked Ground you create causes {0}% increased Damage taken","플레이어가 생성하는 감전 지대가 받는 피해 {0}% 증가"
"Shocked Ground you create causes {0}% reduced Damage taken","플레이어가 생성하는 감전 지대가 받는 피해 {0}% 감소"
"Shocking Skitterbot's Aura Shocks Enemies near it","감전 원격 기폭 장치의 오라가 주변의 적을 감전시킴"
"Shocks Enemies as though dealing {0}% less Damage","{0}% 감폭된 피해를 준 것처럼 적에게 감전 유발"
"Shocks Enemies as though dealing {0}% more Damage","{0}% 증폭된 피해를 준 것처럼 적에게 감전 유발"
"Shocks from your Hits always increase Damage taken by at least {0}%","피격되어 감전된 적이 받는 피해가 항상 최소 {0}%만큼 증가"
"Shocks nearby Enemies during Effect, causing {0}% increased Damage taken","효과를 받는 동안 주변의 적을 감전시켜 받는 피해 {0}% 증가"
"Shocks on Cursed enemies have {0}% increased Duration","저주받은 적을 {0}% 증가한 지속시간 동안 감전"
"Shocks on Cursed enemies have {0}% reduced Duration","저주받은 적을 {0}% 감소한 지속시간 동안 감전"
"Shocks you cause are reflected back to you","자신이 유발한 감전이 자신에게 반사됨"
"Shocks you inflict during Effect spread to other Enemies in a radius of {0}","효과를 받는 동안 플레이어가 유발하는 감전이 반경 {0} 이내의 다른 적에게 확산"
"Shocks you inflict during Effect spread to other Enemies within {0} metre","효과를 받는 동안 플레이어가 유발한 감전이 {0}미터 내의 다른 적에게 확산"
"Shocks you inflict during Effect spread to other Enemies within {0} metres","효과를 받는 동안 플레이어가 유발한 감전이 {0}미터 내의 다른 적에게 확산"
"Shocks you inflict spread to other Enemies within a Radius of {0}","플레이어가 유발한 감전이 반경 {0} 이내의 다른 적에게 확산"
"Shocks you inflict spread to other Enemies within {0} metre","플레이어가 유발한 감전이 반경 {0}미터 내의 다른 적에게 확산"
"Shocks you inflict spread to other Enemies within {0} metres","플레이어가 유발한 감전이 반경 {0}미터 내의 다른 적에게 확산"
"Shocks you when you reach Maximum Power Charges","최대 권능 충전에 도달 시 감전 상태가 됨"
"Shockwave deals {0}% less Damage","충격파가 주는 피해 {0}% 감폭"
"Shockwave deals {0}% more Damage","충격파가 주는 피해 {0}% 증폭"
"Shockwaves deal {0}% less Damage","충격파가 주는 피해 {0}% 감폭"
"Shockwaves deal {0}% more Damage","충격파가 주는 피해 {0}% 증폭"
"Shockwaves have {0}% increased Area of Effect","충격파의 효과 범위 {0}% 증가"
"Shockwaves have {0}% reduced Area of Effect","충격파의 효과 범위 {0}% 감소"
"Shrapnel Ballista Pierces an additional Target","파편 쇠뇌가 대상 1개 추가 관통"
"Shrapnel Ballista Pierces {0} additional Targets","파편 쇠뇌가 대상 {0}개 추가 관통"
"Shrapnel Ballista fires an additional Arrow","파편 쇠뇌가 화살 1개 추가 발사"
"Shrapnel Ballista fires {0} additional Arrows","파편 쇠뇌가 화살 {0}개 추가 발사"
"Shrapnel Ballista has {0} to maximum number of Summoned Totems per {1} Strength","힘 {1}당 파편 쇠뇌의 소환 가능한 토템 최대치 {0}"
"Shrapnel Ballista has {0}% increased Projectile Speed","파편 쇠뇌의 투사체 속도 {0}% 증가"
"Shrapnel Ballista has {0}% reduced Projectile Speed","파편 쇠뇌의 투사체 속도 {0}% 감소"
"Shrine Monsters drop Currency Items","성소 몬스터가 화폐 아이템을 떨어뜨림"
"Shrines are corrupted by Darkness","어둠에 잠식된 성소"
"Shrines drop a Basic Currency Item when used","사용 시 성소에서 기본 화폐 아이템 1개가 추가로 떨어짐"
"Shrines drop {0} Basic Currency Items when used","사용 시 성소에서 기본 화폐 아이템 {0}개가 추가로 떨어짐"
"Shrines grant a random additional Shrine Effect","성소에서 추가 성소 효과를 무작위로 획득"
"Shrines grant multiple Effects when activated","성소 활성화 시 여러 개의 효과 부여"
"Shroud Walker","연막 보행자"
"Side passages contain {0}% more Azurite Veins","곁 통로에 등장하는 남동석 광맥 {0}% 증폭"
"Side passages contain {0}% more Currency Chests","곁 통로에 등장하는 화폐 상자 {0}% 증폭"
"Side passages contain {0}% more Fossilised Remains","곁 통로에 등장하는 화석 유물 {0}% 증폭"
"Side passages contain {0}% more Resonator Chests","곁 통로에 등장하는 공명기 상자 {0}% 증폭"
"Siege Ballista deals {0}% increased Damage","공성 쇠뇌로 주는 피해 {0}% 증가"
"Siege Ballista deals {0}% reduced Damage","공성 쇠뇌로 주는 피해 {0}% 감소"
"Siege Ballista has {0} to maximum number of Summoned Totems per {1} Dexterity","민첩 {1}당 공성 쇠뇌의 소환 가능한 토템 최대치 {0}"
"Siege Ballista has {0}% increased Attack Speed","공성 쇠뇌 공격 속도 {0}% 증가"
"Siege Ballista has {0}% increased Totem Placement Speed","공성 쇠뇌의 토템 설치 속도 {0}% 증가"
"Siege Ballista has {0}% reduced Attack Speed","공성 쇠뇌 공격 속도 {0}% 감소"
"Siege Ballista has {0}% reduced Totem Placement Speed","공성 쇠뇌의 토템 설치 속도 {0}% 감소"
"Sigil of Power requires {0}% increased Mana Spent to gain a Stage","힘의 부적 단계 하나 획득에 소모되는 마나 {0}% 증가"
"Sigil of Power requires {0}% reduced Mana Spent to gain a Stage","힘의 부적 단계 하나 획득에 소모되는 마나 {0}% 감소"
"Sigil of Power's Buff also grants {0}% increased Critical Strike Chance per Stage","힘의 부적 버프 시 단계 하나당 치명타 확률 또한 {0}% 증가"
"Sigil of Power's Buff also grants {0}% reduced Critical Strike Chance per Stage","힘의 부적 버프 시 단계 하나당 치명타 확률 또한 {0}% 감소"
"Sigil of Power's Buff grants {0} to {1} Added Lightning Damage per Stage","힘의 부적 버프 시 단계 하나당 번개 피해 {0}~{1} 추가"
"Simulacrum Splinters cannot be found in your Maps","지도에서 복제된 영토 파편 발견 불가"
"Siphoning Trap deals {0}% increased Damage","착취 덫이 주는 피해 {0}% 증가"
"Siphoning Trap deals {0}% reduced Damage","착취 덫이 주는 피해 {0}% 감소"
"Siphoning Trap has {0}% increased Chill Effect","착취 덫의 냉각 효과 {0}% 증가"
"Siphoning Trap has {0}% increased Skill Effect Duration","착취 덫의 스킬 효과 지속시간 {0}% 증가"
"Siphoning Trap has {0}% reduced Chill Effect","착취 덫의 냉각 효과 {0}% 감소"
"Siphoning Trap has {0}% reduced Skill Effect Duration","착취 덫의 스킬 효과 지속시간 {0}% 감소"
"Siphoning Trap's beam to you grants {0}% increased Damage taken for each other beam","착취 덫의 광선으로 다른 광선에 받는 피해 {0}% 증가"
"Siphoning Trap's beam to you grants {0}% reduced Damage taken for each other beam","착취 덫의 광선으로 다른 광선에 받는 피해 {0}% 감소"
"Siren Worm Bait","사이렌 웜 미끼"
"Skeletons deal {0}% increased Damage","해골이 주는 피해 {0}% 증가"
"Skeletons deal {0}% reduced Damage","해골이 주는 피해 {0}% 감소"
"Skeletons gain Added Chaos Damage equal to {0}% of Maximum Energy Shield on your Equipped Shield","해골이 플레이어가 장착 중인 방패의 에너지 보호막 최대치의 {0}%와 동일한 추가 카오스 피해 획득"
"Skill and Trigger it when Hit by an Enemy","적에게 피격 시 복수의 화염을 발동"
"Skill cannot be used with Melee Weapons","근접 무기 사용 시 스킬 사용 불가"
"Skill has {0}% less Trap and Mine Throwing Time","스킬의 덫과 지뢰 투척 시간 {0}% 감폭"
"Skill has {0}% more Trap and Mine Throwing Time","스킬의 덫과 지뢰 투척 시간 {0}% 증폭"
"Skill while a Unique Enemy is in your Presence","이동 전용 스킬을 사용하면 {0}레벨 이키아호의 혼백 소환 스킬 발동"
"Skills Chain an additional time while at maximum Frenzy Charges","최대 격분 충전 상태에서 스킬 1회 추가 연쇄"
"Skills Chain {0} additional times while at maximum Frenzy Charges","최대 격분 충전 상태에서 스킬 {0}회 추가 연쇄"
"Skills Chain {0} times","스킬 연쇄 {0}회"
"Skills Cost Life instead of Mana","스킬 사용 시 마나 대신 생명력 소모"
"Skills Cost Life instead of {0}% of Mana Cost","스킬이 마나 소모의 {0}% 대신 생명력 소모"
"Skills Cost no Mana during Effect","효과를 받는 동안 스킬 사용 시 마나를 소모하지 않음"
"Skills Cost {0} Energy Shield","스킬의 에너지 보호막 소모 {0}"
"Skills Cost {0} Life","스킬의 생명력 소모 {0}"
"Skills Cost {0} Mana","스킬의 마나 소모 {0}"
"Skills Cost {0} Rage","스킬의 격노 소모 {0}"
"Skills Fire {0} additional Projectile for {1} seconds after","총 12개의 강철 조각을 소모한 후 {1}초 동안{0}스킬이 투사체 "
"Skills Fire {0} additional Projectiles for {1} seconds after","총 12개의 강철 조각을 소모한 후 {1}초 동안"
"Skills Repeat an additional Time","스킬 1회 추가 반복"
"Skills Repeat an additional {0} Times","스킬 {0}회 추가 반복"
"Skills Reserve Life instead of Mana","스킬 사용 시 마나 대신 생명력 점유"
"Skills Supported by Nightblade have {0}% increased Effect of Elusive","밤의 칼날이 보조하는 스킬의 도피 효과 {0}% 증가"
"Skills Supported by Nightblade have {0}% reduced Effect of Elusive","밤의 칼날이 보조하는 스킬의 도피 효과 {0}% 감소"
"Skills Supported by Nightblade","치명타 피해 보너스 {0}% 부여"
"Skills Supported by Spellslinger have {0}% increased Cooldown Recovery Rate","주문투척 보조 효과가 적용되는 스킬의 재사용 대기시간 회복 속도 {0}% 증가"
"Skills Supported by Spellslinger have {0}% increased Mana Reservation","주문투척 보조 효과가 적용되는 스킬의 마나 점유 {0}% 증가"
"Skills Supported by Spellslinger have {0}% reduced Cooldown Recovery Rate","주문투척 보조 효과가 적용되는 스킬의 재사용 대기시간 회복 속도 {0}% 감소"
"Skills Supported by Spellslinger have {0}% reduced Mana Reservation","주문투척 보조 효과가 적용되는 스킬의 마나 점유 {0}% 감소"
"Skills Supported by Unleash have {0}% increased Seal gain frequency","촉발 보조 효과가 적용되는 스킬의 봉인 획득 빈도 {0}% 증가"
"Skills Supported by Unleash have {0}% reduced Seal gain frequency","촉발 보조 효과가 적용되는 스킬의 봉인 획득 빈도 {0}% 감소"
"Skills deal {0}% increased Brand Damage with Hits and Ailments to their Branded Enemy","스킬로 낙인이 부착된 적에게 주는 적중 및 상태 이상의 낙인 피해 {0}% 증가"
"Skills deal {0}% less Damage for each Warcry Exerting them","스킬에 전력을 다하게 하는 함성 하나당 피해 {0}% 감폭"
"Skills deal {0}% more Damage for each Warcry Exerting them","스킬에 전력을 다하게 하는 함성 하나당 피해 {0}% 증폭"
"Skills deal {0}% reduced Brand Damage with Hits and Ailments to their Branded Enemy","스킬로 낙인이 부착된 적에게 주는 적중 및 상태 이상의 낙인 피해 {0}% 감소"
"Skills fire an additional Projectile during Effect","효과를 받는 동안 스킬이 투사체 1개 추가 발사"
"Skills fire an additional Projectile if you've been Hit Recently","최근 4초 이내 피격된 경우 스킬이 투사체 1개 추가 발사"
"Skills fire an additional Projectile if you've used a Movement Skill Recently","최근 4초 이내 이동 스킬을 사용한 경우 투사체 1개 추가 발사"
"Skills fire an additional Projectile","스킬이 투사체 1개 추가 발사"
"Skills fire {0} additional Projectiles during Effect","효과를 받는 동안 스킬이 투사체 {0}개 추가 발사"
"Skills fire {0} additional Projectiles if you've been Hit Recently","최근 4초 이내 피격된 경우 스킬이 투사체 {0}개 추가 발사"
"Skills fire {0} additional Projectiles if you've used a Movement Skill Recently","최근 4초 이내 이동 스킬을 사용한 경우 투사체 {0}개 추가 발사"
"Skills fire {0} additional Projectiles","스킬이 투사체 {0}개 추가 발사"
"Skills fire {0}% less projectiles","스킬이 발사하는 투사체 {0}% 감폭"
"Skills fire {0}% more projectiles","스킬이 발사하는 투사체 {0}% 증폭"
"Skills from Equipped Body Armour are Supported by Level {0} Ancestral Call","장착한 갑옷의 스킬에 {0}레벨 선대의 부름 보조 효과 적용"
"Skills from Equipped Body Armour are Supported by Level {0} Fist of War","장착한 갑옷의 스킬에 {0}레벨 전쟁의 주먹 보조 효과 적용"
"Skills from Equipped Boots Leech {0}% of Damage as Life","장화에 장착된 스킬이 피해의 {0}%를 생명력으로 흡수"
"Skills from Equipped Gloves have {0}% increased Area of Effect","장갑 스킬의 효과 범위 {0}% 증가"
"Skills from Equipped Helm have {0} to maximum number of Summoned Totems","투구에 부여된 스킬의 소환 가능한 토템 최대치 {0}"
"Skills from Equipped Helmet Penetrate {0}% Elemental Resistances","투구 스킬이 {0}%의 원소 저항을 관통"
"Skills gain a Base Energy Shield Cost equal to {0}% of Base Mana Cost","스킬이 기본 마나 소모의 {0}%와 동일한 기본 에너지 보호막 소모를 얻음"
"Skills gain a Base Life Cost equal to {0}% of Base Mana Cost while not on Low Life","낮은 생명력 상태가 아닐 때 스킬이 기본 마나 소모의 {0}%와 동일한 기본 생명력 소모를 얻음"
"Skills gain a Base Life Cost equal to {0}% of Base Mana Cost","스킬이 기본 마나 소모의 {0}%와 동일한 기본 생명력 소모를 얻음"
"Skills is Detonated targeting an Enemy","{0}%의 확률로 권능 충전 획득"
"Skills supported by Unleash have {0} to maximum number of Seals","촉발 보조 젬 효과가 적용되는 스킬이 가지는 최대 봉인 수 {0}"
